EXTRA,DATA_TYPE,COLUMN_KEY,COLUMN_TYPE,IS_NULLABLE,IS_GENERATED,TABLE_SCHEMA,PRIVILEGES,TABLE_NAME,NUMERIC_SCALE,TABLE_CATALOG,COLUMN_NAME,COLLATION_NAME,COLUMN_COMMENT,COLUMN_DEFAULT,ORDINAL_POSITION,NUMERIC_PRECISION,CHARACTER_SET_NAME,DATETIME_PRECISION,GENERATION_EXPRESSION,CHARACTER_OCTET_LENGTH,CHARACTER_MAXIMUM_LENGTH
<blank>,varchar,<blank>,varchar(512),NO,NEVER,information_schema,select,REFERENTIAL_CONSTRAINTS,NULL,def,UNIQUE_CONSTRAINT_CATALOG,utf8mb3_general_ci,<blank>,NULL,4,NULL,utf8mb3,NULL,NULL,1536,512
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,REFERENTIAL_CONSTRAINTS,NULL,def,UNIQUE_CONSTRAINT_SCHEMA,utf8mb3_general_ci,<blank>,NULL,5,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),YES,NEVER,information_schema,select,REFERENTIAL_CONSTRAINTS,NULL,def,UNIQUE_CONSTRAINT_NAME,utf8mb3_general_ci,<blank>,NULL,6,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,REFERENTIAL_CONSTRAINTS,NULL,def,MATCH_OPTION,utf8mb3_general_ci,<blank>,NULL,7,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,REFERENTIAL_CONSTRAINTS,NULL,def,UPDATE_RULE,utf8mb3_general_ci,<blank>,NULL,8,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,REFERENTIAL_CONSTRAINTS,NULL,def,DELETE_RULE,utf8mb3_general_ci,<blank>,NULL,9,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,REFERENTIAL_CONSTRAINTS,NULL,def,TABLE_NAME,utf8mb3_general_ci,<blank>,NULL,10,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),YES,NEVER,information_schema,select,REFERENTIAL_CONSTRAINTS,NULL,def,REFERENCED_TABLE_NAME,utf8mb3_general_ci,<blank>,NULL,11,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,ROUTINES,NULL,def,SPECIFIC_NAME,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(512),NO,NEVER,information_schema,select,ROUTINES,NULL,def,ROUTINE_CATALOG,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,1536,512
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,ROUTINES,NULL,def,ROUTINE_SCHEMA,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,ROUTINES,NULL,def,ROUTINE_NAME,utf8mb3_general_ci,<blank>,NULL,4,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(13),NO,NEVER,information_schema,select,ROUTINES,NULL,def,ROUTINE_TYPE,utf8mb3_general_ci,<blank>,NULL,5,NULL,utf8mb3,NULL,NULL,39,13
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,ROUTINES,NULL,def,DATA_TYPE,utf8mb3_general_ci,<blank>,NULL,6,NULL,utf8mb3,NULL,NULL,192,64
<blank>,int,<blank>,int(21),YES,NEVER,information_schema,select,ROUTINES,0,def,CHARACTER_MAXIMUM_LENGTH,NULL,<blank>,NULL,7,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(21),YES,NEVER,information_schema,select,ROUTINES,0,def,CHARACTER_OCTET_LENGTH,NULL,<blank>,NULL,8,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(21),YES,NEVER,information_schema,select,ROUTINES,0,def,NUMERIC_PRECISION,NULL,<blank>,NULL,9,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(21),YES,NEVER,information_schema,select,ROUTINES,0,def,NUMERIC_SCALE,NULL,<blank>,NULL,10,10,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,ROUTINES,0,def,DATETIME_PRECISION,NULL,<blank>,NULL,11,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(64),YES,NEVER,information_schema,select,ROUTINES,NULL,def,CHARACTER_SET_NAME,utf8mb3_general_ci,<blank>,NULL,12,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),YES,NEVER,information_schema,select,ROUTINES,NULL,def,COLLATION_NAME,utf8mb3_general_ci,<blank>,NULL,13,NULL,utf8mb3,NULL,NULL,192,64
<blank>,longtext,<blank>,longtext,YES,NEVER,information_schema,select,ROUTINES,NULL,def,DTD_IDENTIFIER,utf8mb3_general_ci,<blank>,NULL,14,NULL,utf8mb3,NULL,NULL,4294967295,4294967295
<blank>,varchar,<blank>,varchar(8),NO,NEVER,information_schema,select,ROUTINES,NULL,def,ROUTINE_BODY,utf8mb3_general_ci,<blank>,NULL,15,NULL,utf8mb3,NULL,NULL,24,8
<blank>,longtext,<blank>,longtext,YES,NEVER,information_schema,select,ROUTINES,NULL,def,ROUTINE_DEFINITION,utf8mb3_general_ci,<blank>,NULL,16,NULL,utf8mb3,NULL,NULL,4294967295,4294967295
<blank>,varchar,<blank>,varchar(64),YES,NEVER,information_schema,select,ROUTINES,NULL,def,EXTERNAL_NAME,utf8mb3_general_ci,<blank>,NULL,17,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),YES,NEVER,information_schema,select,ROUTINES,NULL,def,EXTERNAL_LANGUAGE,utf8mb3_general_ci,<blank>,NULL,18,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(8),NO,NEVER,information_schema,select,ROUTINES,NULL,def,PARAMETER_STYLE,utf8mb3_general_ci,<blank>,NULL,19,NULL,utf8mb3,NULL,NULL,24,8
<blank>,varchar,<blank>,varchar(3),NO,NEVER,information_schema,select,ROUTINES,NULL,def,IS_DETERMINISTIC,utf8mb3_general_ci,<blank>,NULL,20,NULL,utf8mb3,NULL,NULL,9,3
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,ROUTINES,NULL,def,SQL_DATA_ACCESS,utf8mb3_general_ci,<blank>,NULL,21,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),YES,NEVER,information_schema,select,ROUTINES,NULL,def,SQL_PATH,utf8mb3_general_ci,<blank>,NULL,22,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(7),NO,NEVER,information_schema,select,ROUTINES,NULL,def,SECURITY_TYPE,utf8mb3_general_ci,<blank>,NULL,23,NULL,utf8mb3,NULL,NULL,21,7
<blank>,datetime,<blank>,datetime,NO,NEVER,information_schema,select,ROUTINES,NULL,def,CREATED,NULL,<blank>,NULL,24,NULL,NULL,0,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,NO,NEVER,information_schema,select,ROUTINES,NULL,def,LAST_ALTERED,NULL,<blank>,NULL,25,NULL,NULL,0,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(8192),NO,NEVER,information_schema,select,ROUTINES,NULL,def,SQL_MODE,utf8mb3_general_ci,<blank>,NULL,26,NULL,utf8mb3,NULL,NULL,24576,8192
<blank>,longtext,<blank>,longtext,NO,NEVER,information_schema,select,ROUTINES,NULL,def,ROUTINE_COMMENT,utf8mb3_general_ci,<blank>,NULL,27,NULL,utf8mb3,NULL,NULL,4294967295,4294967295
<blank>,varchar,<blank>,varchar(384),NO,NEVER,information_schema,select,ROUTINES,NULL,def,DEFINER,utf8mb3_general_ci,<blank>,NULL,28,NULL,utf8mb3,NULL,NULL,1152,384
<blank>,varchar,<blank>,varchar(32),NO,NEVER,information_schema,select,ROUTINES,NULL,def,CHARACTER_SET_CLIENT,utf8mb3_general_ci,<blank>,NULL,29,NULL,utf8mb3,NULL,NULL,96,32
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,ROUTINES,NULL,def,COLLATION_CONNECTION,utf8mb3_general_ci,<blank>,NULL,30,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,ROUTINES,NULL,def,DATABASE_COLLATION,utf8mb3_general_ci,<blank>,NULL,31,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(512),NO,NEVER,information_schema,select,SCHEMATA,NULL,def,CATALOG_NAME,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,1536,512
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,SCHEMATA,NULL,def,SCHEMA_NAME,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(32),NO,NEVER,information_schema,select,SCHEMATA,NULL,def,DEFAULT_CHARACTER_SET_NAME,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,96,32
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,SCHEMATA,NULL,def,DEFAULT_COLLATION_NAME,utf8mb3_general_ci,<blank>,NULL,4,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(512),YES,NEVER,information_schema,select,SCHEMATA,NULL,def,SQL_PATH,utf8mb3_general_ci,<blank>,NULL,5,NULL,utf8mb3,NULL,NULL,1536,512
<blank>,varchar,<blank>,varchar(1024),NO,NEVER,information_schema,select,SCHEMATA,NULL,def,SCHEMA_COMMENT,utf8mb3_general_ci,<blank>,NULL,6,NULL,utf8mb3,NULL,NULL,3072,1024
<blank>,varchar,<blank>,varchar(385),NO,NEVER,information_schema,select,SCHEMA_PRIVILEGES,NULL,def,GRANTEE,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,1155,385
<blank>,varchar,<blank>,varchar(512),NO,NEVER,information_schema,select,SCHEMA_PRIVILEGES,NULL,def,TABLE_CATALOG,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,1536,512
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,SCHEMA_PRIVILEGES,NULL,def,TABLE_SCHEMA,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,SCHEMA_PRIVILEGES,NULL,def,PRIVILEGE_TYPE,utf8mb3_general_ci,<blank>,NULL,4,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(3),NO,NEVER,information_schema,select,SCHEMA_PRIVILEGES,NULL,def,IS_GRANTABLE,utf8mb3_general_ci,<blank>,NULL,5,NULL,utf8mb3,NULL,NULL,9,3
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,SESSION_STATUS,NULL,def,VARIABLE_NAME,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(4096),NO,NEVER,information_schema,select,SESSION_STATUS,NULL,def,VARIABLE_VALUE,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,12288,4096
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,SESSION_VARIABLES,NULL,def,VARIABLE_NAME,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(4096),NO,NEVER,information_schema,select,SESSION_VARIABLES,NULL,def,VARIABLE_VALUE,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,12288,4096
<blank>,varchar,<blank>,varchar(512),NO,NEVER,information_schema,select,STATISTICS,NULL,def,TABLE_CATALOG,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,1536,512
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,STATISTICS,NULL,def,TABLE_SCHEMA,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,STATISTICS,NULL,def,TABLE_NAME,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,192,64
<blank>,bigint,<blank>,bigint(1),NO,NEVER,information_schema,select,STATISTICS,0,def,NON_UNIQUE,NULL,<blank>,NULL,4,19,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,STATISTICS,NULL,def,INDEX_SCHEMA,utf8mb3_general_ci,<blank>,NULL,5,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,STATISTICS,NULL,def,INDEX_NAME,utf8mb3_general_ci,<blank>,NULL,6,NULL,utf8mb3,NULL,NULL,192,64
<blank>,int,<blank>,int(2) unsigned,NO,NEVER,information_schema,select,STATISTICS,0,def,SEQ_IN_INDEX,NULL,<blank>,NULL,7,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,STATISTICS,NULL,def,COLUMN_NAME,utf8mb3_general_ci,<blank>,NULL,8,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(1),YES,NEVER,information_schema,select,STATISTICS,NULL,def,COLLATION,utf8mb3_general_ci,<blank>,NULL,9,NULL,utf8mb3,NULL,NULL,3,1
<blank>,bigint,<blank>,bigint(21),YES,NEVER,information_schema,select,STATISTICS,0,def,CARDINALITY,NULL,<blank>,NULL,10,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(3),YES,NEVER,information_schema,select,STATISTICS,0,def,SUB_PART,NULL,<blank>,NULL,11,19,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(10),YES,NEVER,information_schema,select,STATISTICS,NULL,def,PACKED,utf8mb3_general_ci,<blank>,NULL,12,NULL,utf8mb3,NULL,NULL,30,10
<blank>,varchar,<blank>,varchar(3),NO,NEVER,information_schema,select,STATISTICS,NULL,def,NULLABLE,utf8mb3_general_ci,<blank>,NULL,13,NULL,utf8mb3,NULL,NULL,9,3
<blank>,varchar,<blank>,varchar(16),NO,NEVER,information_schema,select,STATISTICS,NULL,def,INDEX_TYPE,utf8mb3_general_ci,<blank>,NULL,14,NULL,utf8mb3,NULL,NULL,48,16
<blank>,varchar,<blank>,varchar(16),YES,NEVER,information_schema,select,STATISTICS,NULL,def,COMMENT,utf8mb3_general_ci,<blank>,NULL,15,NULL,utf8mb3,NULL,NULL,48,16
<blank>,varchar,<blank>,varchar(1024),NO,NEVER,information_schema,select,STATISTICS,NULL,def,INDEX_COMMENT,utf8mb3_general_ci,<blank>,NULL,16,NULL,utf8mb3,NULL,NULL,3072,1024
<blank>,varchar,<blank>,varchar(3),NO,NEVER,information_schema,select,STATISTICS,NULL,def,IGNORED,utf8mb3_general_ci,<blank>,NULL,17,NULL,utf8mb3,NULL,NULL,9,3
<blank>,varchar,<blank>,varchar(64),YES,NEVER,information_schema,select,SQL_FUNCTIONS,NULL,def,FUNCTION,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,SYSTEM_VARIABLES,NULL,def,VARIABLE_NAME,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(2048),YES,NEVER,information_schema,select,SYSTEM_VARIABLES,NULL,def,SESSION_VALUE,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,6144,2048
<blank>,varchar,<blank>,varchar(2048),YES,NEVER,information_schema,select,SYSTEM_VARIABLES,NULL,def,GLOBAL_VALUE,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,6144,2048
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,SYSTEM_VARIABLES,NULL,def,GLOBAL_VALUE_ORIGIN,utf8mb3_general_ci,<blank>,NULL,4,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(2048),YES,NEVER,information_schema,select,SYSTEM_VARIABLES,NULL,def,DEFAULT_VALUE,utf8mb3_general_ci,<blank>,NULL,5,NULL,utf8mb3,NULL,NULL,6144,2048
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,SYSTEM_VARIABLES,NULL,def,VARIABLE_SCOPE,utf8mb3_general_ci,<blank>,NULL,6,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,SYSTEM_VARIABLES,NULL,def,VARIABLE_TYPE,utf8mb3_general_ci,<blank>,NULL,7,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(2048),NO,NEVER,information_schema,select,SYSTEM_VARIABLES,NULL,def,VARIABLE_COMMENT,utf8mb3_general_ci,<blank>,NULL,8,NULL,utf8mb3,NULL,NULL,6144,2048
<blank>,varchar,<blank>,varchar(21),YES,NEVER,information_schema,select,SYSTEM_VARIABLES,NULL,def,NUMERIC_MIN_VALUE,utf8mb3_general_ci,<blank>,NULL,9,NULL,utf8mb3,NULL,NULL,63,21
<blank>,varchar,<blank>,varchar(21),YES,NEVER,information_schema,select,SYSTEM_VARIABLES,NULL,def,NUMERIC_MAX_VALUE,utf8mb3_general_ci,<blank>,NULL,10,NULL,utf8mb3,NULL,NULL,63,21
<blank>,varchar,<blank>,varchar(21),YES,NEVER,information_schema,select,SYSTEM_VARIABLES,NULL,def,NUMERIC_BLOCK_SIZE,utf8mb3_general_ci,<blank>,NULL,11,NULL,utf8mb3,NULL,NULL,63,21
<blank>,longtext,<blank>,longtext,YES,NEVER,information_schema,select,SYSTEM_VARIABLES,NULL,def,ENUM_VALUE_LIST,utf8mb3_general_ci,<blank>,NULL,12,NULL,utf8mb3,NULL,NULL,4294967295,4294967295
<blank>,varchar,<blank>,varchar(3),NO,NEVER,information_schema,select,SYSTEM_VARIABLES,NULL,def,READ_ONLY,utf8mb3_general_ci,<blank>,NULL,13,NULL,utf8mb3,NULL,NULL,9,3
<blank>,varchar,<blank>,varchar(64),YES,NEVER,information_schema,select,SYSTEM_VARIABLES,NULL,def,COMMAND_LINE_ARGUMENT,utf8mb3_general_ci,<blank>,NULL,14,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(2048),YES,NEVER,information_schema,select,SYSTEM_VARIABLES,NULL,def,GLOBAL_VALUE_PATH,utf8mb3_general_ci,<blank>,NULL,15,NULL,utf8mb3,NULL,NULL,6144,2048
<blank>,varchar,<blank>,varchar(512),NO,NEVER,information_schema,select,TABLES,NULL,def,TABLE_CATALOG,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,1536,512
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,TABLES,NULL,def,TABLE_SCHEMA,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,TABLES,NULL,def,TABLE_NAME,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,TABLES,NULL,def,TABLE_TYPE,utf8mb3_general_ci,<blank>,NULL,4,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),YES,NEVER,information_schema,select,TABLES,NULL,def,ENGINE,utf8mb3_general_ci,<blank>,NULL,5,NULL,utf8mb3,NULL,NULL,192,64
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,TABLES,0,def,VERSION,NULL,<blank>,NULL,6,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(10),YES,NEVER,information_schema,select,TABLES,NULL,def,ROW_FORMAT,utf8mb3_general_ci,<blank>,NULL,7,NULL,utf8mb3,NULL,NULL,30,10
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,TABLES,0,def,TABLE_ROWS,NULL,<blank>,NULL,8,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,TABLES,0,def,AVG_ROW_LENGTH,NULL,<blank>,NULL,9,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,TABLES,0,def,DATA_LENGTH,NULL,<blank>,NULL,10,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,TABLES,0,def,MAX_DATA_LENGTH,NULL,<blank>,NULL,11,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,TABLES,0,def,INDEX_LENGTH,NULL,<blank>,NULL,12,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,TABLES,0,def,DATA_FREE,NULL,<blank>,NULL,13,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,TABLES,0,def,AUTO_INCREMENT,NULL,<blank>,NULL,14,20,NULL,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,YES,NEVER,information_schema,select,TABLES,NULL,def,CREATE_TIME,NULL,<blank>,NULL,15,NULL,NULL,0,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,YES,NEVER,information_schema,select,TABLES,NULL,def,UPDATE_TIME,NULL,<blank>,NULL,16,NULL,NULL,0,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,YES,NEVER,information_schema,select,TABLES,NULL,def,CHECK_TIME,NULL,<blank>,NULL,17,NULL,NULL,0,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(64),YES,NEVER,information_schema,select,TABLES,NULL,def,TABLE_COLLATION,utf8mb3_general_ci,<blank>,NULL,18,NULL,utf8mb3,NULL,NULL,192,64
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,TABLES,0,def,CHECKSUM,NULL,<blank>,NULL,19,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(2048),YES,NEVER,information_schema,select,TABLES,NULL,def,CREATE_OPTIONS,utf8mb3_general_ci,<blank>,NULL,20,NULL,utf8mb3,NULL,NULL,6144,2048
<blank>,varchar,<blank>,varchar(2048),NO,NEVER,information_schema,select,TABLES,NULL,def,TABLE_COMMENT,utf8mb3_general_ci,<blank>,NULL,21,NULL,utf8mb3,NULL,NULL,6144,2048
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,TABLES,0,def,MAX_INDEX_LENGTH,NULL,<blank>,NULL,22,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(1),YES,NEVER,information_schema,select,TABLES,NULL,def,TEMPORARY,utf8mb3_general_ci,<blank>,NULL,23,NULL,utf8mb3,NULL,NULL,3,1
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,TABLESPACES,NULL,def,TABLESPACE_NAME,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,TABLESPACES,NULL,def,ENGINE,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),YES,NEVER,information_schema,select,TABLESPACES,NULL,def,TABLESPACE_TYPE,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),YES,NEVER,information_schema,select,TABLESPACES,NULL,def,LOGFILE_GROUP_NAME,utf8mb3_general_ci,<blank>,NULL,4,NULL,utf8mb3,NULL,NULL,192,64
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,TABLESPACES,0,def,EXTENT_SIZE,NULL,<blank>,NULL,5,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,TABLESPACES,0,def,AUTOEXTEND_SIZE,NULL,<blank>,NULL,6,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,TABLESPACES,0,def,MAXIMUM_SIZE,NULL,<blank>,NULL,7,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,TABLESPACES,0,def,NODEGROUP_ID,NULL,<blank>,NULL,8,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(2048),YES,NEVER,information_schema,select,TABLESPACES,NULL,def,TABLESPACE_COMMENT,utf8mb3_general_ci,<blank>,NULL,9,NULL,utf8mb3,NULL,NULL,6144,2048
<blank>,varchar,<blank>,varchar(512),NO,NEVER,information_schema,select,TABLE_CONSTRAINTS,NULL,def,CONSTRAINT_CATALOG,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,1536,512
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,TABLE_CONSTRAINTS,NULL,def,CONSTRAINT_SCHEMA,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,TABLE_CONSTRAINTS,NULL,def,CONSTRAINT_NAME,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,TABLE_CONSTRAINTS,NULL,def,TABLE_SCHEMA,utf8mb3_general_ci,<blank>,NULL,4,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,TABLE_CONSTRAINTS,NULL,def,TABLE_NAME,utf8mb3_general_ci,<blank>,NULL,5,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,TABLE_CONSTRAINTS,NULL,def,CONSTRAINT_TYPE,utf8mb3_general_ci,<blank>,NULL,6,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(385),NO,NEVER,information_schema,select,TABLE_PRIVILEGES,NULL,def,GRANTEE,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,1155,385
<blank>,varchar,<blank>,varchar(512),NO,NEVER,information_schema,select,TABLE_PRIVILEGES,NULL,def,TABLE_CATALOG,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,1536,512
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,TABLE_PRIVILEGES,NULL,def,TABLE_SCHEMA,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,192,64
